,File,Peaks
177,V8B46E,"[48, 196, 344, 490, 637, 786, 934, 1081, 1229, 1377, 1524, 1669, 1815, 1962, 2110, 2258, 2405, 2552, 2701, 2849, 2997, 3144, 3291, 3437, 3582, 3728, 3874, 4020, 4166, 4312, 4458, 4605, 4750, 4897, 5042, 5187, 5334, 5480, 5624, 5768, 5912, 6054, 6197, 6339, 6481, 6623, 6766, 6909, 7054, 7199, 7343, 7488, 7633, 7777, 7921, 8065, 8209, 8353, 8497, 8641, 8785, 8930, 9076, 9221, 9367, 9514, 9660, 9806, 9952, 10097, 10244, 10392, 10541, 10689, 10837, 10986, 11133, 11281, 11427, 11573, 11719]"
178,NF6V1O,"[548, 713, 879, 1043, 1205, 1368, 1529, 1690, 1852, 2012, 2173, 2333, 2496, 2658, 2820, 2981, 3143, 3306, 3469, 3633, 3797, 3960, 4122, 4284, 4445, 4606, 4766, 4926, 5086, 5249, 5409, 5570, 5730, 5893, 6053, 6213, 6373, 6533, 6693, 6854, 7015, 7179, 7343, 7506, 7670, 7832, 7995, 8159, 8322, 8484, 8647, 8808, 8970, 9131, 9294, 9456, 9619, 9782, 9944, 10107, 10271, 10434, 10598, 10758, 10922, 11086, 11251, 11414, 11578, 11743]"
179,CYGS4B,"[243, 409, 574, 739, 904, 1070, 1235, 1399, 1562, 1723, 1886, 2049, 2211, 2376, 2542, 2707, 2874, 3039, 3204, 3369, 3533, 3698, 3862, 4025, 4189, 4351, 4515, 4678, 4841, 5003, 5166, 5330, 5495, 5658, 5819, 5982, 6146, 6309, 6473, 6637, 6798, 6961, 7125, 7288, 7451, 7614, 7777, 7942, 8105, 8269, 8432, 8594, 8758, 8921, 9084, 9246, 9410, 9574, 9739, 9901, 10062, 10225, 10385, 10545, 10706, 10867, 11030, 11190, 11354, 11517, 11678, 11840]"
180,XCT3G6,"[344, 514, 686, 859, 1034, 1207, 1381, 1555, 1732, 1907, 2083, 2261, 2438, 2616, 2795, 2976, 3155, 3334, 3511, 3690, 3867, 4044, 4222, 4404, 4586, 4768, 4947, 5124, 5300, 5476, 5652, 5829, 6004, 6179, 6355, 6528, 6699, 6699, 6869, 7040, 7152, 7382, 7556, 7725, 7895, 8068, 8245, 8426, 8605, 8784, 8964, 9146, 9328, 9508, 9688, 9868, 10044, 10223, 10401, 10583, 10737, 10948, 11125, 11405, 11462, 11651]"
181,5CWF6K,"[404, 584, 763, 941, 1119, 1297, 1476, 1656, 2545, 2720, 2895, 3074, 3253, 3433, 3613, 3794, 3976, 4155, 4333, 4509, 4688, 4867, 5045, 5223, 5402, 5582, 5761, 5938, 6115, 6295, 6475, 6655, 6836, 7018, 7196, 7377, 7491, 7491, 7737, 7915, 8092, 8271, 8450, 8634, 8816, 9001, 9185, 9367, 9545, 9721, 9897, 10078, 10260, 10441, 10621, 10802, 10981, 11160, 11336, 11512, 11692]"
182,3LZFYV,"[353, 534, 713, 893, 1074, 1261, 1444, 1624, 1806, 1989, 2174, 2358, 2542, 2722, 2902, 3077, 3249, 3419, 3588, 3752, 3912, 4071, 4233, 4399, 4570, 4744, 4920, 5100, 5278, 5455, 5634, 5813, 5990, 6165, 6339, 6511, 6682, 6847, 7014, 7180, 7346, 7515, 7686, 7859, 8038, 8215, 8394, 8570, 8744, 8918, 9092, 9266, 9442, 9617, 9792, 9971, 10150, 10329, 10506, 10678, 10854, 11029, 11206, 11380, 11555, 11730]"
183,1D3RZQ,"[124, 236, 348, 461, 576, 689, 801, 913, 1027, 1139, 1252, 1365, 1476, 1588, 1700, 1813, 1925, 2037, 2149, 2261, 2374, 2487, 2601, 2714, 2827, 2941, 3054, 3169, 3281, 3396, 3510, 3622, 3737, 3849, 3962, 4074, 4188, 4302, 4414, 4528, 4641, 4753, 4753, 4977, 5086, 5197, 5307, 5418, 5528, 5638, 5749, 5861, 5972, 6082, 6193, 6304, 6415, 6526, 6746, 6746, 6858, 6967, 7079, 7191, 7303, 7414, 7526, 7639, 7750, 7862, 7974, 8086, 8195, 8306, 8419, 8531, 8642, 8754, 8866, 8978, 9087, 9199, 9313, 9426, 9538, 9650, 9763, 9877, 9990, 10102, 10215, 10329, 10442, 10555, 10670, 10783, 10898, 11011, 11126, 11242, 11354, 11467, 11581, 11694, 11806]"
184,H9ZITD,"[52, 167, 281, 397, 512, 627, 740, 855, 969, 1083, 1195, 1308, 1420, 1534, 1646, 1759, 1872, 1986, 2099, 2212, 2325, 2440, 2554, 2668, 2784, 2899, 3012, 3126, 3241, 3356, 3470, 3584, 3698, 3812, 3925, 4037, 4152, 4265, 4379, 4492, 4606, 4721, 4837, 4952, 5065, 5181, 5297, 5413, 5526, 5641, 5757, 5870, 5985, 6098, 6214, 6329, 6442, 6556, 6670, 6786, 6901, 7014, 7130, 7246, 7361, 7475, 7593, 7710, 7825, 7938, 8050, 8162, 8274, 8386, 8497, 8607, 8719, 8831, 8941, 9052, 9164, 9275, 9387, 9499, 9615, 9727, 9840, 9955, 10070, 10186, 10299, 10527, 10755, 10867, 10980, 11092, 11204, 11316, 11428, 11540, 11651, 11764]"
185,R3ZJ4E,"[154, 283, 412, 608, 608, 796, 924, 1051, 1177, 1345, 1431, 1557, 1686, 1815, 1944, 2074, 2206, 2871, 3001, 3131, 3260, 3388, 3514, 3643, 3771, 3898, 4025, 4153, 4280, 4408, 4534, 4661, 4789, 4916, 5041, 5169, 5298, 5426, 5554, 5683, 5812, 5940, 6069, 6197, 6327, 6455, 6584, 6713, 6841, 6968, 7097, 7225, 7350, 7477, 7603, 7731, 7858, 8111, 8237, 8360, 8483, 8606, 8606, 8727, 8848, 8969, 9091, 9211, 9333, 9457, 9581, 9705, 9832, 9957, 10084, 10212, 10340, 10465, 10592, 10719, 10844, 10970, 11096, 11221, 11345, 11470, 11595, 11720, 11720]"
186,CUWBE1,"[138, 249, 360, 470, 581, 653, 693, 805, 917, 1030, 1145, 1257, 1392, 1392, 1586, 1702, 1812, 1922, 2030, 2141, 2250, 2361, 2461, 2461, 2583, 2694, 2806, 2918, 3031, 3142, 3254, 3367, 3481, 3593, 3704, 3818, 3931, 4043, 4154, 4266, 4378, 4511, 4602, 4714, 4826, 4938, 5048, 5160, 5272, 5384, 5496, 5608, 5720, 5832, 5944, 6056, 6167, 6279, 6392, 6503, 6615, 6727, 6840, 6952, 7064, 7176, 7287, 7399, 7508, 7620, 7732, 7844, 7956, 8067, 8179, 8289, 8401, 8513, 8624, 8736, 8848, 8960, 9071, 9183, 9296, 9408, 9521, 9633, 9745, 9860, 9973, 10085, 10198, 10312, 10425, 10538, 10652, 10766, 10882, 10997, 11112, 11228, 11342, 11457, 11572, 11689]"
187,185S2E,"[86, 206, 326, 445, 565, 685, 805, 925, 1045, 1165, 1288, 1408, 1528, 1649, 1773, 1896, 2019, 2141, 2267, 2389, 2512, 2633, 2756, 2877, 3000, 3121, 3243, 3365, 3488, 3609, 3732, 3855, 3979, 4100, 4223, 4345, 4468, 4591, 4713, 4836, 4960, 5083, 5207, 5328, 5452, 5575, 5696, 5816, 5937, 6056, 6176, 6295, 6412, 6532, 6652, 6771, 6891, 7011, 7131, 7252, 7372, 7494, 7616, 7739, 7860, 7980, 8103, 8227, 8348, 8471, 8595, 8719, 8843, 8967, 9091, 9215, 9340, 9464, 9587, 9708, 9830, 9951, 10071, 10191, 10311, 10431, 10551, 10672, 10795, 10916, 11039, 11163, 11287, 11410, 11534, 11658, 11783]"
188,LSHC16,"[51, 188, 328, 466, 605, 744, 882, 1018, 1153, 1288, 1422, 1554, 1685, 1818, 1951, 2086, 2221, 2355, 2491, 2628, 2628, 2765, 2905, 3044, 3182, 3321, 3459, 3597, 3737, 3875, 4013, 4151, 4290, 4429, 4571, 4711, 4853, 4996, 5140, 5283, 5425, 5566, 5705, 5846, 5846, 5986, 6123, 6261, 6397, 6534, 6669, 6805, 7626, 7760, 8028, 8162, 8296, 8432, 8567, 8702, 8838, 8972, 9106, 9106, 9240, 9375, 9509, 9642, 9642, 9909, 10041, 10175, 10308, 10442, 10577, 10711, 10711, 10846, 10984, 11121, 11259, 11396, 11533, 11670, 11804]"
189,SLYF0D,"[158, 280, 404, 529, 656, 786, 917, 1047, 1176, 1176, 1306, 1436, 1565, 1694, 1825, 1955, 2086, 2215, 2345, 2475, 2605, 2735, 2868, 3001, 3136, 3272, 3408, 3544, 3680, 3815, 3815, 3950, 4085, 4220, 4354, 4487, 4622, 4758, 4894, 5029, 5164, 5298, 5432, 5565, 5698, 5831, 5966, 5966, 6235, 6370, 6504, 6638, 6769, 6900, 7030, 7161, 7290, 7420, 7550, 7679, 7808, 7937, 8066, 8194, 8323, 8450, 8579, 8707, 8837, 8968, 9100, 9234, 9234, 9500, 9634, 9768, 9903, 10038, 10172, 10305, 10438, 10570, 10702, 10834, 10966, 11099, 11232, 11365, 11498, 11632, 11765]"
190,W2U1TK,"[2774, 2911, 2911, 3049, 3185, 3322, 3456, 3592, 3728, 3865, 4003, 4140, 4281, 4418, 4550, 4680, 4808, 4935, 5060, 5185, 5309, 5433, 5556, 5680, 5803, 5928, 6054, 6180, 6307, 6436, 6567, 6697, 6830, 6960, 6960, 7218, 7345, 7472, 7600, 7728, 7728, 7857, 7985, 8115, 8243, 8370, 8496, 8624, 8751, 8880, 8880, 9138, 9268, 9399, 9531, 9664, 9798, 9931, 10065, 10197, 10328, 10459, 10592, 10724, 10855, 10987, 11122, 11257, 11393, 11528, 11663, 11798]"
191,4HASIO,"[183, 348, 512, 676, 840, 1004, 1167, 1328, 1491, 1652, 1811, 1964, 2108, 2252, 2395, 2539, 2683, 2827, 2975, 3128, 3287, 3444, 3600, 3763, 3928, 4095, 4256, 4516, 4516, 4708, 4863, 5011, 5179, 5351, 5451, 5663, 5839, 6011, 6179, 6347, 6519, 6691, 6878, 7051, 7227, 7402, 7570, 7738, 7903, 8071, 8231, 8391, 8551, 8714, 8878, 9043, 9206, 9367, 9527, 9687, 9846, 10003, 10159, 10314, 10459, 10607, 10758, 10907, 11062, 11210, 11362, 11514, 11666, 11818]"
192,4Z19Q3,"[157, 309, 453, 585, 721, 853, 985, 1121, 1258, 1409, 1566, 1726, 1889, 2058, 2234, 2417, 2417, 2417, 2594, 2770, 2946, 3122, 3294, 3466, 3638, 3814, 3814, 3986, 4147, 4310, 4474, 4642, 4810, 4979, 5147, 5315, 5414, 5603, 5779, 5943, 6107, 6107, 6275, 6275, 6443, 6615, 6783, 6955, 7131, 7299, 7471, 7639, 7807, 7975, 8143, 8311, 8483, 8651, 8823, 8987, 9155, 9315, 9467, 9619, 9715, 9891, 10047, 10196, 10344, 10495, 10588, 10771, 10927, 11084, 11244, 11404, 11568, 11731]"
193,XLYRUT,"[324, 492, 659, 828, 996, 996, 1164, 1328, 1492, 1657, 1657, 1820, 1984, 2083, 2083, 2277, 2435, 2591, 2744, 2902, 3063, 3211, 3384, 5226, 5393, 5562, 5731, 5899, 6066, 6234, 6403, 6570, 6738, 6907, 7078, 7247, 7420, 7592, 7761, 7931, 8102, 8274, 8445, 8616, 8788, 8959, 9130, 9303, 9473, 9473, 10153, 10323, 10493, 10664, 10832, 10999, 11166, 11335, 11501, 11670]"
194,APS0W6,"[128, 240, 349, 461, 577, 696, 817, 944, 1072, 1201, 1337, 1464, 1592, 1713, 1833, 1945, 2056, 2165, 2280, 2397, 2516, 2632, 2753, 2876, 2992, 3104, 3213, 3324, 3436, 3545, 3649, 3753, 3753, 3856, 4065, 4172, 4280, 4392, 4501, 4608, 4709, 4816, 5136, 5249, 5368, 5484, 5596, 5704, 5809, 5913, 6012, 6012, 6112, 6216, 6216, 6216, 6324, 6436, 6561, 6724, 7112, 7220, 7328, 7436, 7541, 7648, 7756, 7869, 7984, 8100, 8216, 8332, 8448, 8564, 8672, 8781, 8888, 8996, 9100, 9205, 9313, 9424, 9536, 9648, 9760, 9872, 9985, 10099, 10212, 10325, 10440, 10557, 10675, 11336, 11443, 11552, 11656, 11761]"
195,5JQ7GV,"[33, 138, 245, 350, 461, 581, 714, 857, 997, 1125, 1249, 1369, 1485, 1597, 1713, 1829, 1945, 2058, 2170, 2289, 2409, 2537, 2661, 2778, 2897, 3013, 3125, 3234, 3342, 3453, 3565, 3682, 3801, 3918, 4034, 4153, 4269, 4382, 4453, 4493, 4601, 4601, 4706, 4813, 4918, 5022, 5128, 5128, 5237, 5350, 5569, 5686, 5800, 5910, 6020, 6128, 6233, 6337, 6441, 6548, 6548, 6653, 6760, 6872, 6986, 7105, 7225, 7461, 7581, 7697, 7809, 7917, 8021, 8125, 8125, 8229, 8548, 8664, 8664, 8784, 8897, 9013, 9129, 9244, 9356, 9465, 9572, 9680, 9784, 9893, 10004, 10116, 10232, 10349, 10472, 10592, 10821, 10933, 11148, 11252, 11356, 11356, 11460, 11561, 11561, 11661, 11760]"
196,8IMUEE,"[65, 174, 282, 393, 501, 610, 721, 834, 950, 1069, 1182, 1297, 1410, 1522, 1634, 1745, 1853, 1961, 2069, 2178, 2289, 2398, 2509, 2625, 2745, 2868, 2989, 3109, 3229, 3341, 3453, 3564, 3669, 3780, 3889, 4004, 4117, 4233, 4356, 4476, 4596, 4709, 4820, 4929, 5037, 5244, 5244, 5448, 5448, 5548, 5649, 5753, 5860, 5976, 6124, 6261, 6392, 6520, 6629, 6740, 6949, 6949, 7053, 7160, 7265, 7375, 7480, 7588, 7697, 7808, 7920, 8028, 8136, 8248, 8360, 8469, 8580, 8688, 8796, 8904, 9009, 9113, 9217, 9217, 9324, 9432, 9541, 9652, 9757, 9872, 9984, 10097, 10209, 10317, 10428, 10536, 10645, 10752, 10857, 10960, 11065, 11169, 11273, 11380, 11485, 11600, 11721]"
197,ZFC7BW,"[149, 266, 382, 497, 610, 721, 830, 941, 1053, 1158, 1258, 1258, 1365, 1474, 1585, 1694, 1802, 1907, 2014, 2122, 2225, 2225, 2330, 2438, 2541, 2643, 2747, 2747, 2851, 2954, 3058, 3158, 3158, 3258, 3361, 3361, 3465, 3570, 3570, 3674, 3778, 3883, 3994, 4106, 4226, 4342, 4458, 4574, 4689, 4799, 4910, 5018, 5126, 5233, 5338, 5445, 5551, 5662, 5786, 5947, 6090, 6227, 6362, 6497, 6630, 6743, 6858, 6969, 7087, 7217, 7358, 7509, 7634, 7746, 7854, 7962, 8069, 8173, 8274, 8378, 8378, 8494, 8625, 8757, 8878, 8998, 9117, 9235, 9354, 9469, 9578, 9686, 9794, 9905, 10018, 10127, 10234, 10338, 10441, 10537, 10537, 10634, 10733, 10857, 11006, 11154, 11298, 11441, 11582, 11722]"
198,IT3NUB,"[139, 257, 378, 503, 630, 758, 879, 1000, 1118, 1234, 1349, 1463, 1578, 1694, 1810, 1929, 2049, 2169, 2287, 2403, 2525, 2645, 2766, 2884, 3003, 3122, 3244, 3364, 3481, 3595, 3710, 3833, 3958, 4081, 4202, 4322, 4447, 4570, 4694, 4814, 5046, 5046, 5156, 5264, 5373, 5482, 5591, 5700, 5808, 5919, 6033, 6151, 6274, 6400, 6526, 6648, 6767, 6884, 7000, 7114, 7228, 7342, 7456, 7572, 7687, 7805, 7923, 8041, 8159, 8277, 8396, 8513, 8629, 8745, 8860, 8975, 9090, 9205, 9319, 9434, 9548, 9663, 9777, 9891, 10008, 10124, 10238, 10351, 10462, 10572, 10682, 10791, 10902, 11018, 11137, 11256, 11377, 11500, 11622, 11744]"
199,M1LX2V,"[82, 198, 311, 423, 536, 652, 769, 890, 1009, 1126, 1244, 1362, 1478, 1594, 1713, 1831, 1949, 2066, 2183, 2300, 2419, 2535, 2651, 2766, 2884, 3006, 3136, 3266, 3392, 3533, 3682, 3816, 3937, 4053, 4170, 4285, 4400, 4518, 4640, 4767, 4901, 5025, 5147, 5266, 5266, 5384, 5499, 5612, 5723, 5835, 5954, 6080, 6211, 6347, 6489, 6642, 6786, 6912, 7033, 7152, 7268, 7385, 7504, 7623, 7743, 7864, 7988, 7988, 8115, 8238, 8363, 8488, 8613, 8733, 8852, 8971, 9094, 9214, 9332, 9451, 9568, 9687, 9807, 9924, 10043, 10170, 10298, 10425, 10546, 10664, 10782, 10898, 11012, 11130, 11257, 11391, 11526, 11654, 11779]"
200,GNJDAM,"[54, 166, 288, 422, 422, 549, 672, 794, 917, 1042, 1167, 1295, 1423, 1549, 1673, 1798, 1920, 2038, 2157, 2276, 2396, 2516, 2639, 2759, 2885, 3008, 3131, 3251, 3373, 3499, 3626, 3752, 3879, 4008, 4142, 4276, 4406, 4533, 4660, 4788, 4913, 5038, 5159, 5279, 5400, 5521, 5639, 5760, 5883, 6008, 6132, 6254, 6372, 6492, 6612, 6732, 6850, 6966, 7083, 7201, 7319, 7436, 7548, 7658, 7769, 7883, 7999, 8112, 8226, 8339, 8456, 8576, 8700, 8827, 8965, 9108, 9246, 9379, 9511, 9638, 9763, 9888, 10013, 10138, 10268, 10397, 10530, 10666, 10799, 10931, 11057, 11182, 11309, 11436, 11561, 11718]"
201,HYY4K2,"[185, 297, 412, 520, 628, 736, 843, 949, 1055, 1160, 1268, 1375, 1481, 1588, 1692, 1799, 1904, 2012, 2120, 2225, 2333, 2444, 2560, 2676, 2791, 2899, 3005, 3112, 3219, 3324, 3428, 3532, 3640, 3752, 3864, 3864, 4087, 4191, 4296, 4400, 4500, 4603, 4700, 4796, 4895, 4991, 5088, 5187, 5284, 5284, 5387, 5487, 5588, 5692, 5796, 5903, 6007, 6111, 6212, 6316, 6420, 6527, 6631, 6735, 6836, 6940, 7047, 7151, 7252, 7355, 7459, 7563, 7664, 7764, 7864, 7964, 8064, 8167, 8267, 8364, 8463, 8560, 8659, 8760, 8864, 8967, 9068, 9171, 9272, 9375, 9476, 9576, 9676, 9779, 9880, 9983, 10087, 10191, 10292, 10399, 10503, 10604, 10707, 10807, 10908, 11008, 11111, 11212, 11315, 11420, 11528, 11639, 11749]"
202,73E2ST,"[135, 243, 354, 462, 567, 670, 770, 870, 970, 1070, 1170, 1170, 1270, 1368, 1468, 1571, 1676, 1782, 1888, 1995, 2106, 2218, 2331, 2443, 2556, 2675, 2790, 2903, 3012, 3120, 3231, 3347, 3467, 3584, 3700, 3815, 3931, 4043, 4152, 4263, 4371, 4483, 4596, 4711, 4823, 4932, 5043, 5152, 5260, 5365, 5472, 5579, 5684, 5791, 5893, 5996, 6096, 6199, 6304, 6408, 6513, 6620, 6728, 6843, 6957, 7072, 7187, 7300, 7413, 7524, 7632, 7740, 7844, 7949, 8056, 8164, 8272, 8377, 8485, 8596, 8704, 8812, 8917, 9024, 9132, 9241, 9349, 9456, 9560, 9661, 9761, 9861, 9964, 10065, 10169, 10272, 10375, 10475, 10575, 10675, 10776, 10879, 10980, 11084, 11188, 11292, 11397, 11503, 11608, 11712]"
203,ZXQ671,"[53, 164, 277, 392, 504, 613, 724, 836, 949, 1061, 1173, 1280, 1386, 1496, 1605, 1716, 1824, 1933, 2045, 2161, 2276, 2389, 2498, 2606, 2716, 2830, 2945, 3058, 3169, 3280, 3393, 3506, 3621, 3729, 3837, 3942, 4050, 4161, 4273, 4382, 4490, 4598, 4710, 4825, 4941, 5058, 5174, 5286, 5401, 5514, 5629, 5741, 5850, 5961, 6070, 6182, 6294, 6405, 6514, 6621, 6730, 6839, 6947, 7053, 7158, 7262, 7370, 7475, 7579, 7682, 7785, 7890, 7994, 8098, 8202, 8302, 8403, 8507, 8615, 8718, 8819, 8919, 9023, 9130, 9235, 9342, 9447, 9551, 9658, 9763, 9867, 9974, 10076, 10180, 10286, 10392, 10500, 10610, 10718, 10827, 10942, 11056, 11170, 11282, 11391, 11500, 11611, 11724]"
204,CWTPGQ,"[134, 250, 372, 492, 612, 729, 848, 965, 1088, 1205, 1321, 1433, 1549, 1664, 1778, 1893, 2005, 2122, 2245, 2365, 2484, 2601, 2718, 2833, 2945, 3054, 3164, 3276, 3393, 3518, 3645, 3772, 3902, 4030, 4153, 4274, 4393, 4513, 4630, 4750, 4866, 4982, 5101, 5218, 5338, 5453, 5566, 5674, 5782, 5893, 6005, 6117, 6226, 6226, 6338, 6450, 6565, 6674, 6782, 6893, 7005, 7117, 7230, 7342, 7457, 7577, 7701, 7825, 7946, 8065, 8186, 8310, 8431, 8550, 8666, 8785, 8907, 9038, 9169, 9293, 9418, 9545, 9670, 9793, 9913, 10034, 10158, 10285, 10411, 10534, 10655, 10782, 10910, 11034, 11151, 11267, 11386, 11510, 11638, 11763]"
205,H3YNT6,"[110, 260, 260, 407, 555, 705, 852, 1594, 1745, 1893, 2042, 2194, 2194, 2349, 2503, 2660, 2814, 2968, 3122, 3270, 3418, 3563, 3713, 3713, 3866, 4020, 4177, 4177, 4334, 4489, 4644, 4797, 4948, 5097, 5245, 5390, 5533, 5677, 5822, 5968, 6112, 6259, 6408, 6554, 6700, 6848, 6996, 7143, 7287, 7429, 7573, 7717, 7860, 8004, 8152, 8300, 8446, 8593, 8743, 8743, 8889, 9032, 9175, 9317, 9459, 9598, 9738, 9879, 10020, 10160, 10300, 10440, 10579, 10716, 10851, 10987, 11122, 11254, 11390, 11527, 11666, 11803]"
206,Z8KGKJ,"[49, 191, 336, 484, 629, 776, 925, 1074, 1221, 1369, 1517, 1664, 1809, 1956, 2104, 2251, 2397, 2545, 2693, 2840, 2986, 3134, 3281, 3429, 3577, 3727, 3879, 4029, 4176, 4320, 4464, 4604, 4739, 4872, 5023, 5167, 5309, 5451, 5595, 5739, 5881, 6022, 6165, 6305, 6445, 6586, 6730, 6873, 7018, 7162, 7308, 7451, 7594, 7737, 7878, 8015, 8138, 8253, 8366, 8483, 8605, 8727, 8854, 8995, 9144, 9283, 9422, 9562, 9702, 9843, 9986, 10128, 10272, 10416, 10560, 10707, 10852, 10996, 11139, 11282, 11424, 11565, 11708]"
207,BBSSXF,"[154, 298, 443, 589, 734, 880, 1026, 1171, 1318, 1468, 1618, 1767, 1918, 2071, 2224, 2378, 2529, 2676, 2822, 2968, 3114, 3259, 3405, 3553, 3702, 3848, 3989, 4117, 4239, 4360, 4483, 4617, 4767, 4919, 5060, 5200, 5341, 5481, 5620, 5757, 5897, 6037, 6177, 6319, 6461, 6605, 6748, 6891, 7033, 7177, 7318, 7460, 7607, 7752, 7896, 8043, 8191, 8340, 8485, 8632, 8777, 8920, 9063, 9206, 9347, 9488, 9628, 9771, 9916, 10059, 10203, 10349, 10493, 10635, 10776, 10917, 11058, 11196, 11336, 11477, 11618, 11760]"
208,0IFC6E,"[155, 306, 455, 608, 760, 908, 1053, 1201, 1355, 1505, 1658, 1658, 1810, 1959, 2103, 2246, 2394, 2549, 2707, 2864, 3020, 3179, 3179, 3336, 3491, 3491, 3644, 3644, 3799, 3955, 4107, 4261, 4417, 4569, 4719, 4868, 5016, 5157, 5285, 5405, 5526, 5651, 5785, 5920, 6049, 6183, 6313, 6443, 6570, 6698, 6825, 6953, 7091, 7237, 7384, 7533, 7681, 7820, 7954, 8086, 8212, 8332, 8456, 8590, 8732, 8888, 9059, 9220, 9372, 9519, 9664, 9803, 9955, 10125, 10291, 10452, 10608, 10762, 10916, 11072, 11233, 11233, 11394, 11553, 11713]"
209,8UNF0X,"[79, 196, 344, 487, 625, 772, 925, 1079, 1242, 1410, 1574, 1725, 1868, 1868, 2005, 2143, 2275, 2420, 2584, 2584, 2748, 2924, 3087, 3239, 3386, 3523, 3664, 3810, 3961, 4101, 4235, 4364, 4495, 4628, 4752, 4879, 5007, 5144, 5281, 5426, 5569, 5713, 5855, 5992, 6128, 6264, 6397, 6539, 6701, 6701, 6866, 7021, 7173, 7325, 7474, 7622, 7767, 7907, 8040, 8172, 8301, 8431, 8560, 8703, 8844, 9008, 9008, 9181, 9181, 9349, 9502, 9655, 9808, 9958, 10102, 10245, 10388, 10537, 10690, 10841, 10999, 11157, 11311, 11461, 11606, 11748]"
210,G9EOD5,"[135, 262, 397, 574, 747, 747, 906, 906, 1059, 1214, 1371, 1521, 1670, 1827, 1994, 2164, 2334, 2500, 2663, 2824, 2824, 2975, 3119, 3262, 3427, 3584, 3584, 3736, 3896, 4065, 4231, 4389, 4547, 4697, 4843, 4989, 5126, 5261, 5410, 5583, 5764, 5935, 6094, 6243, 6375, 6505, 6639, 6784, 6949, 7101, 7245, 7396, 7560, 7719, 7876, 8022, 8163, 8303, 8457, 8628, 8803, 8966, 9126, 9285, 9442, 9588, 9725, 9857, 10004, 10161, 10323, 10481, 10638, 10798, 10952, 11101, 11251, 11408, 11576, 11749]"
211,PNRGG3,"[199, 357, 509, 655, 791, 922, 1070, 1236, 1236, 1396, 1551, 1711, 1871, 2030, 2180, 2325, 2460, 2606, 2764, 2923, 3074, 3224, 3371, 3514, 3662, 3817, 3979, 4141, 4302, 4457, 4608, 4758, 4901, 5039, 5171, 5311, 5469, 5624, 5776, 5923, 6068, 6203, 6329, 6451, 6577, 6706, 6836, 6961, 7089, 7228, 7377, 7520, 7658, 7792, 7923, 7923, 8081, 8244, 8397, 8545, 8686, 8821, 8954, 9084, 9231, 9408, 9581, 9581, 9754, 9921, 9921, 10088, 10254, 10416, 10577, 10740, 10903, 11067, 11229, 11229, 11393, 11554, 11711]"
212,P8WVNR,"[94, 274, 452, 634, 817, 996, 1177, 1355, 1527, 1701, 1878, 2050, 2225, 2405, 2582, 2760, 2940, 3116, 3293, 3471, 3647, 3827, 4008, 4184, 4363, 4538, 4538, 4712, 4892, 5067, 5238, 5411, 5411, 5585, 5758, 5927, 6099, 6276, 6276, 6449, 6620, 6795, 6970, 7142, 7314, 7492, 7669, 7669, 7849, 8028, 8205, 8379, 8558, 8740, 8919, 9095, 9273, 9440, 9606, 9771, 9942, 10114, 10114, 10284, 10461, 10640, 10813, 10993, 10993, 11173, 11173, 11350, 11529, 11710]"
213,C0491Y,"[206, 388, 388, 567, 753, 934, 1120, 1305, 1305, 1487, 1664, 1837, 2013, 2192, 2368, 2548, 2728, 2728, 2909, 3096, 3096, 3273, 3273, 3273, 3449, 3629, 3807, 3807, 3980, 4161, 4161, 4339, 4339, 4514, 4697, 4874, 5052, 5237, 5420, 5594, 5769, 5944, 6119, 6300, 6479, 6656, 6836, 7017, 7195, 7372, 7547, 7721, 7721, 7903, 8084, 8264, 8447, 8628, 8806, 8986, 9162, 9331, 9505, 9680, 9852, 10026, 10198, 10198, 10367, 10542, 10542, 10717, 10717, 10889, 11069, 11247, 11424, 11424, 11601, 11777]"
214,8X7K3W,"[117, 297, 473, 648, 823, 823, 997, 1174, 1351, 1520, 1691, 1868, 2042, 2214, 2391, 2566, 2738, 2915, 3078, 3237, 3392, 3576, 3757, 3757, 3925, 4100, 4273, 4445, 4618, 4792, 4961, 5133, 5308, 5480, 5659, 5839, 6015, 6015, 6195, 6372, 6542, 6542, 6720, 6898, 7070, 7244, 7416, 7416, 7582, 7754, 7919, 7919, 8082, 8230, 8375, 8536, 8682, 8776, 8902, 9072, 9245, 9414, 9587, 9587, 9758, 9929, 10100, 10274, 10451, 10632, 10805, 10977, 11149, 11320, 11496, 11496, 11669]"
215,G2YL4T,"[143, 330, 510, 699, 699, 891, 1079, 1267, 1267, 1454, 1638, 1822, 2003, 2003, 2179, 2179, 2362, 2542, 2542, 2726, 2726, 2910, 2910, 3091, 3270, 3446, 3619, 3798, 3971, 4147, 4326, 4326, 4502, 4678, 4850, 5018, 5187, 5359, 5535, 5715, 5894, 6074, 6251, 6426, 6598, 6774, 6774, 6950, 7123, 7302, 7478, 7478, 7654, 7827, 7827, 8002, 8174, 8342, 8514, 8686, 8857, 9030, 9202, 9378, 9554, 9729, 9902, 10078, 10253, 10434, 10625, 10817, 11002, 11002, 11193, 11193, 11389, 11389, 11581, 11773]"
